id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
m55,0,0,1,0,0,1,0,0,0,1,10
m56,0,0,1,0,0,0,1,0,0,1,10
m57,0,0,1,0,0,0,0,1,0,1,10
m58,0,0,1,0,0,1,1,0,0,1,10
m59,0,1,0,0,0,1,0,1,1,0,0
m60,0,0,1,0,0,1,0,0,0,1,0
m61,0,0,1,0,0,0,0,1,0,1,10
m62,0,0,1,0,0,1,0,1,1,1,10
m63,0,0,1,0,0,1,0,1,0,1,10
m64,0,1,0,0,0,0,1,0,1,0,0
m65,0,0,1,0,0,1,1,1,0,1,0
m66,0,0,1,0,0,1,1,1,0,1,10
m67,0,0,1,0,0,0,0,1,1,1,10
m68,0,1,0,0,0,0,1,0,0,0,0
m69,0,0,1,0,0,1,0,0,1,1,0
m70,0,0,1,0,0,0,1,0,0,1,10
m71,0,0,1,0,0,1,1,1,0,1,10
m72,0,0,1,0,0,1,1,1,1,1,0
m73,0,0,1,0,0,0,1,0,0,1,10
m74,0,0,1,0,0,0,1,1,0,1,0
m75,0,0,1,0,0,0,1,0,1,1,10
m76,0,0,1,0,0,0,1,1,0,1,10
m77,0,0,1,0,0,1,0,0,1,1,0
m78,0,1,0,0,0,0,0,1,0,0,0
m79,0,0,1,0,0,1,1,0,0,1,0
m80,0,1,0,0,0,1,0,0,0,0,0
m81,0,0,1,0,0,0,0,1,1,1,10
m82,0,0,1,0,0,0,1,1,1,1,10
m83,0,1,0,0,0,1,1,0,1,0,0
m84,0,0,1,0,0,0,1,0,0,1,10
m85,0,0,1,0,0,1,1,1,1,1,10
m86,0,0,1,0,0,1,0,0,1,1,10
m87,0,0,1,0,0,0,0,1,0,1,10
m88,0,1,0,0,0,0,1,1,1,0,0
m89,0,0,1,0,0,1,0,1,0,1,10
m90,0,0,1,0,0,1,1,0,0,1,10
m91,0,0,1,0,0,1,0,1,1,1,10
m92,0,0,1,0,0,0,0,1,0,1,10
m93,0,0,1,0,0,0,1,0,1,1,10
m94,0,0,1,0,0,0,1,0,0,1,10
m95,0,0,1,0,0,0,1,0,1,1,10
m96,0,0,1,0,0,0,1,1,0,1,10
m97,0,0,1,0,0,1,0,1,1,1,10
m98,0,0,1,0,0,0,1,1,0,1,10
m99,0,0,1,0,0,0,0,1,1,1,10
m100,0,0,1,0,0,1,1,0,0,1,10
m101,0,0,1,0,0,1,1,0,1,1,10
m102,0,1,0,0,0,1,1,0,1,0,0
m103,0,0,1,0,0,0,1,1,1,1,0
m104,0,0,1,0,0,1,0,1,0,1,0
m105,0,0,1,0,0,1,0,0,1,1,0
m106,0,0,1,0,0,0,1,0,1,1,10
m107,0,0,1,0,0,1,0,1,1,1,10
m108,0,0,1,0,0,1,1,1,1,1,10
m109,0,0,1,0,0,1,0,1,0,1,10
m110,0,0,1,0,0,1,1,1,1,1,10
m111,0,0,1,0,0,1,1,0,0,1,10
m112,0,1,0,0,0,0,1,0,0,0,0
m113,0,1,0,0,0,1,1,0,0,0,0
m114,0,0,1,0,0,1,0,0,0,1,10
m115,0,0,1,0,0,0,1,0,0,1,0
m116,0,0,1,0,0,1,0,1,1,1,0
m117,0,0,1,0,0,0,1,0,1,1,10
m118,0,0,1,0,0,0,1,0,0,1,10
m119,0,1,0,0,0,1,0,1,0,0,0
m120,0,0,1,0,0,0,1,1,1,1,0
m121,0,0,1,0,0,1,1,1,1,1,10
m122,0,0,1,0,0,0,0,1,1,1,10
m123,0,0,1,0,0,1,1,1,1,1,10
m124,0,0,1,0,0,1,0,0,1,1,10
m125,0,0,1,0,0,1,1,1,0,1,10
m126,0,0,1,0,0,1,1,1,0,1,10
m127,0,0,1,0,0,0,0,1,1,1,10
m128,0,0,1,0,0,1,0,0,1,1,10
m129,0,0,1,0,0,0,1,0,1,1,10
m130,0,0,1,0,0,1,0,1,1,1,10
m131,0,0,1,0,0,1,1,0,0,1,10
m132,0,0,1,0,0,0,1,1,0,1,10
m133,0,0,1,0,0,0,1,1,0,1,10
m134,0,0,1,0,0,1,0,0,1,1,10
m135,0,1,0,0,0,1,0,1,1,0,0
m136,0,1,0,0,0,1,0,0,0,0,0
m137,0,0,1,0,0,1,0,1,0,1,10
m138,0,0,1,0,0,1,0,0,0,1,10
m139,0,0,1,0,0,0,1,0,1,1,0
m140,0,0,1,0,0,1,0,1,0,1,0
m141,0,1,0,0,0,1,1,1,1,0,0
o142,0,0,0,1,0,0,0,0,0,0,0
o143,0,0,0,1,0,0,0,0,0,0,0
o144,0,0,0,1,0,0,0,0,0,0,0
o145,0,0,0,1,0,0,0,0,0,0,0
o146,0,0,0,1,0,0,0,0,0,0,0
o147,0,0,0,1,0,0,0,0,0,0,0
o148,0,0,0,1,0,0,0,0,0,0,0
o149,0,0,0,1,0,0,0,0,0,0,0
o150,0,0,0,1,0,0,0,0,0,0,0
o151,0,0,0,1,0,0,0,0,0,0,0
o152,0,0,0,1,0,0,0,0,0,0,0
o153,0,0,0,1,0,0,0,0,0,0,0
o154,0,0,0,1,0,0,0,0,0,0,0
o155,0,0,0,1,0,0,0,0,0,0,0
o156,0,0,0,1,0,0,0,0,0,0,0
o157,0,0,0,1,0,0,0,0,0,0,0
o158,0,0,0,1,0,0,0,0,0,0,0
o159,0,0,0,1,0,0,0,0,0,0,0
o160,0,0,0,1,0,0,0,0,0,0,0
o161,0,0,0,1,0,0,0,0,0,0,0
